id,first_name,last_name,shirtsize,Adm2 Pcode,language,age,income,year,district
324,Heath,Vellden,3XL,RW11,Japanese,13,138685.66,2016,Nyarugenge
325,Yorke,Jouanot,XS,RW26,Kannada,7,899083.87,2016,Ruhango
326,Dre,Kremer,XL,RW53,Armenian,94,387917.17,2016,Gatsibo
327,Mel,Lentsch,XL,RW42,Armenian,98,178543.99,2016,Gakenke
328,Kimberlyn,Dorey,XS,RW12,Spanish,31,239983.62,2016,Gasabo
329,Nickolas,Sealey,2XL,RW55,Tetum,58,152210,2016,Kirehe
330,Correna,Bello,L,RW31,Persian,40,427932.13,2016,Karongi
331,Oran,Nisco,M,RW36,Chinese,34,769011.86,2016,Rusizi
332,Edik,Adao,XL,RW27,Zulu,83,18207.74,2016,Muhanga
333,Becka,Crimin,M,RW13,Portuguese,70,147973.81,2016,Kicukiro
334,Dorey,Drayn,XL,RW13,Kazakh,66,666122.79,2016,Kicukiro
335,Travis,Berth,XL,RW21,Korean,89,940749.83,2016,Nyanza
336,Jania,Coetzee,XL,RW41,Finnish,45,948940.93,2016,Rulindo
337,Glenine,Earle,XL,RW52,Ndebele,87,61337,2016,Nyagatare
338,Kellia,Creswell,XL,RW54,Czech,62,25676.93,2016,Kayonza
339,Eal,Triswell,3XL,RW36,Tetum,66,810023.68,2016,Rusizi
340,Cati,Struijs,XS,RW53,Pashto,20,197892.26,2016,Gatsibo
341,Sherwin,Warn,2XL,RW41,Burmese,69,674701,2016,Rulindo
342,Klemens,McAdam,XS,RW41,French,72,554637.55,2016,Rulindo
343,Viva,Seniour,M,RW31,Swahili,53,16105.69,2016,Karongi
344,Tate,Divina,S,RW28,Tswana,28,351019.23,2016,Kamonyi
345,Pamella,Totton,3XL,RW55,Catalan,34,35551.72,2016,Kirehe
346,Tate,Mattioni,XS,RW51,Polish,55,316840.53,2016,Rwamagana
347,Juditha,O'Heaney,M,RW11,Telugu,21,724364.93,2016,Nyarugenge
348,Griselda,Ducker,L,RW45,Romanian,68,208130.8,2016,Gicumbi
349,Jasper,Splevings,L,RW21,Polish,55,675792.26,2016,Nyanza
350,Nannie,Crowest,L,RW22,Māori,39,539621.57,2016,Gisagara
351,Mario,Govett,XL,RW23,Belarusian,27,63088.55,2016,Nyaruguru
352,Pate,Doram,2XL,RW11,Bengali,75,62237.34,2016,Nyarugenge
353,Melisa,Moine,M,RW13,Kashmiri,55,457203.53,2016,Kicukiro
354,Theresina,Kiehl,2XL,RW22,Tswana,29,140763.11,2016,Gisagara
355,Roselin,Grumley,L,RW27,New Zealand Sign Language,76,108630.88,2016,Muhanga
356,Sonni,Yarnell,L,RW56,Swedish,78,891078.65,2016,Ngoma
357,Morissa,Meineck,L,RW23,Khmer,7,430947.75,2016,Nyaruguru
358,Esme,Ronchetti,L,RW37,Gujarati,39,215611.63,2016,Nyamasheke
359,Carlene,Balsdone,XL,RW43,Dari,64,664513.38,2016,Musanze
360,Doloritas,Christon,XL,RW51,Danish,3,556096.45,2016,Rwamagana
361,Dominik,Shiel,3XL,RW27,Papiamento,44,186826.17,2016,Muhanga
362,Theo,Brandts,XL,RW35,Catalan,8,657567.45,2016,Ngororero
363,Denys,Sindell,M,RW42,Korean,39,142500.85,2016,Gakenke
364,Riley,Klos,3XL,RW36,Lao,38,773269.75,2016,Rusizi
365,Melony,Frankling,3XL,RW53,Oriya,10,910150.19,2016,Gatsibo
366,Anestassia,Casserley,3XL,RW26,Kyrgyz,96,235979.32,2016,Ruhango
367,Magdalen,Blunsum,2XL,RW25,Quechua,57,442865.56,2016,Nyamagabe
368,Ardis,Po,L,RW41,Irish Gaelic,89,606163.28,2016,Rulindo
369,Gawen,Lambis,L,RW37,Italian,63,347244.15,2016,Nyamasheke
370,Bartholomeo,Ralph,XS,RW54,Haitian Creole,54,166590.9,2016,Kayonza
371,Clementine,Lowe,XL,RW43,Gujarati,4,171128.62,2016,Musanze
372,Lorne,Aikman,2XL,RW52,Mongolian,53,345524.64,2016,Nyagatare
373,Gennie,Erington,XL,RW23,Dari,30,63560.51,2016,Nyaruguru
374,Yves,Doumerc,M,RW33,New Zealand Sign Language,58,482167.59,2016,Rubavu
375,Luther,Misk,M,RW45,Assamese,37,41810.65,2016,Gicumbi
376,Franny,Burchett,XS,RW41,Bulgarian,17,319976.39,2016,Rulindo
377,Bethany,Freen,L,RW37,Dzongkha,3,994112.37,2016,Nyamasheke
378,Jackson,Croy,3XL,RW21,Somali,12,506198.17,2016,Nyanza
379,Shalne,Pond,S,RW56,Khmer,80,865980.27,2016,Ngoma
380,Asa,Bertlin,S,RW35,Dzongkha,44,792662.56,2016,Ngororero
381,Thayne,MacCulloch,XL,RW41,Italian,86,582780.25,2016,Rulindo
382,Danna,Montford,3XL,RW28,Tok Pisin,47,97671.37,2016,Kamonyi
383,Micaela,Toke,XL,RW31,Tswana,59,54573.1,2016,Karongi
384,Micky,Dargue,2XL,RW26,Burmese,83,119798.63,2016,Ruhango
385,Darin,Shinner,XS,RW37,Māori,32,808711.06,2016,Nyamasheke
386,Ozzie,MacCombe,3XL,RW34,Bengali,16,321865.24,2016,Nyabihu
387,Coreen,Cumbers,M,RW53,Kannada,26,785416.66,2016,Gatsibo
388,Lief,Axten,2XL,RW13,Yiddish,10,174912.58,2016,Kicukiro
389,Angus,Pearton,XL,RW25,Azeri,13,119715.23,2016,Nyamagabe
390,Marshal,De la croix,M,RW51,Assamese,38,198228.6,2016,Rwamagana
391,Aldis,Harley,2XL,RW51,Armenian,43,422810.91,2016,Rwamagana
392,Bernelle,Helversen,2XL,RW45,Somali,70,489782.73,2016,Gicumbi
393,Errol,Abdy,L,RW56,Fijian,66,915252.26,2016,Ngoma
394,Claudell,Ferrari,M,RW57,English,59,137040.56,2016,Bugesera
395,Catherina,Reedie,L,RW28,Hiri Motu,7,434366.29,2016,Kamonyi
396,Myron,Shapira,XS,RW23,Sotho,19,381579.7,2016,Nyaruguru
397,Raquel,Millery,S,RW24,Albanian,83,884962.97,2016,Huye
398,Florina,Greeveson,XS,RW55,Belarusian,97,224821.29,2016,Kirehe
399,Conrad,Penticoot,2XL,RW57,Malagasy,65,937560,2016,Bugesera
400,Bellanca,Marvel,3XL,RW32,Lao,97,810823.53,2016,Rutsiro
401,Adria,Schoenfisch,3XL,RW11,Armenian,94,172743.81,2016,Nyarugenge
402,Maryl,Gonneau,XL,RW31,Bulgarian,45,579318.83,2016,Karongi
403,Gilly,Etter,XS,RW27,Kyrgyz,64,431350.7,2016,Muhanga
404,Nerte,Ferrotti,L,RW27,Punjabi,29,955343.5,2016,Muhanga
405,Ajay,Frostdicke,S,RW56,Albanian,4,884384.24,2016,Ngoma
406,Earl,Halgarth,XL,RW56,Somali,19,613386.15,2016,Ngoma
407,Ciel,Gerson,3XL,RW51,Azeri,2,814935,2016,Rwamagana
408,Land,Gething,XL,RW53,Luxembourgish,71,12739.14,2016,Gatsibo
409,Danell,Simoneton,M,RW51,Kazakh,43,561803.9,2016,Rwamagana
410,Mel,Riccardini,XL,RW41,Icelandic,51,174791.08,2016,Rulindo
411,Caresa,Bosanko,L,RW33,Gujarati,13,451086.7,2016,Rubavu
412,Phil,Poacher,XL,RW26,Tetum,63,374182.51,2016,Ruhango
413,Stafani,Ferraraccio,M,RW54,Afrikaans,71,764458.1,2016,Kayonza
414,Gib,Koenraad,L,RW41,Oriya,58,24801.64,2016,Rulindo
415,Sybil,Shobbrook,2XL,RW22,Dari,50,162950.48,2016,Gisagara
416,Wade,Vinton,2XL,RW52,Malayalam,69,83098.56,2016,Nyagatare
417,Lexi,Triner,XL,RW42,Guaraní,12,833072.46,2016,Gakenke
418,Giorgi,Scripps,2XL,RW28,Finnish,100,885919,2016,Kamonyi
419,Skelly,Leif,M,RW31,Swahili,66,700453.73,2016,Karongi
420,Archambault,Tallow,XL,RW28,Belarusian,90,34145.17,2016,Kamonyi
421,Glenna,O'Connell,2XL,RW45,Hiri Motu,95,65376.33,2016,Gicumbi
422,Guido,Baike,L,RW44,Quechua,8,361113.58,2016,Burera
423,Guntar,Stubbeley,S,RW27,Kyrgyz,82,41818.84,2016,Muhanga
424,Pincas,Fuster,S,RW21,Polish,47,824701,2016,Nyanza
425,Pepillo,Colqueran,XS,RW12,Korean,56,599298.02,2016,Gasabo
426,Lynett,Ellingworth,S,RW23,Burmese,61,523285.71,2016,Nyaruguru
427,Alli,Krimmer,L,RW57,Norwegian,68,152455.86,2016,Bugesera
428,Janifer,Liccardo,2XL,RW43,Somali,86,595087.52,2016,Musanze
429,Kalinda,Skitteral,S,RW21,Dzongkha,40,131361.9,2016,Nyanza
430,Zachariah,Pirnie,2XL,RW27,Moldovan,36,873602.92,2016,Muhanga
431,Nate,Swyn,3XL,RW12,Bengali,63,433368.03,2016,Gasabo
432,Bran,Gooke,XS,RW22,Croatian,59,962783.58,2016,Gisagara
433,Normie,Roskruge,3XL,RW45,Gagauz,73,173637.21,2016,Gicumbi
434,Christa,Alecock,XS,RW28,Bosnian,24,245427.05,2016,Kamonyi
435,Adaline,Godfery,L,RW53,Hungarian,49,228830,2016,Gatsibo
436,Matty,Hedin,2XL,RW35,Catalan,39,971710.71,2016,Ngororero
437,Batsheva,Bauld,XS,RW34,Finnish,53,124383.78,2016,Nyabihu
438,Athena,Dubble,S,RW27,Swahili,69,815333.09,2016,Muhanga
439,Nanette,Ottery,L,RW51,Lithuanian,30,82371.93,2016,Rwamagana
440,Erminie,Scough,3XL,RW43,Papiamento,33,595980.07,2016,Musanze
441,Thurstan,Hargrave,S,RW24,Somali,32,550744.16,2016,Huye
442,Cal,Van Salzberger,2XL,RW45,Quechua,14,86678.05,2016,Gicumbi
443,Sunshine,Eidler,XL,RW52,Italian,58,659485.17,2016,Nyagatare
444,Dickie,Bothen,S,RW57,Luxembourgish,5,809026.49,2016,Bugesera
445,Elsie,Claxson,XL,RW31,Northern Sotho,75,346246.78,2016,Karongi
446,Nikos,Tollerton,S,RW32,Burmese,14,32182.66,2016,Rutsiro
447,Roseanne,Hovard,XS,RW55,Haitian Creole,93,186826.47,2016,Kirehe
448,Madalyn,Attride,XL,RW31,Persian,34,409269.36,2016,Karongi
449,Gallard,Gabbetis,XS,RW57,Croatian,15,402423.5,2016,Bugesera
450,Cris,Bradnock,XS,RW36,Amharic,16,292261.31,2016,Rusizi
451,Kirbee,Shilladay,L,RW52,Finnish,43,370272.55,2016,Nyagatare
452,Esmaria,Loachhead,XL,RW21,Hindi,21,254057.13,2016,Nyanza
453,Sabrina,Kubanek,XL,RW21,Swedish,92,371609.68,2016,Nyanza
454,Vitoria,O'Feeney,M,RW31,Lithuanian,57,360652,2016,Karongi
455,Fergus,Frusher,2XL,RW37,Hebrew,25,238792.62,2016,Nyamasheke
456,Monro,Stone,XS,RW11,Somali,1,854690.2,2016,Nyarugenge
457,Pryce,Gerrey,2XL,RW21,Armenian,80,435318,2016,Nyanza
458,Corry,Revett,3XL,RW24,Punjabi,14,794007.16,2016,Huye
459,Rosamund,Lindbergh,3XL,RW44,Filipino,50,214841.88,2016,Burera
460,Cybill,Kuschel,M,RW26,Bislama,48,343992.83,2016,Ruhango
461,Annmarie,Carlin,M,RW35,Romanian,7,193503.55,2016,Ngororero
462,Tiffi,Philbrook,XS,RW44,Ndebele,59,833182.93,2016,Burera
463,Tania,Tanton,XL,RW33,Somali,52,72403.79,2016,Rubavu
464,Samantha,Meneo,S,RW32,Telugu,84,423044.33,2016,Rutsiro
465,Doroteya,Aucutt,3XL,RW44,Dari,29,460124.65,2016,Burera
466,Rutger,Ackery,XL,RW24,Khmer,63,839898.89,2016,Huye
467,Ernestine,Killshaw,L,RW22,Aymara,99,202038.62,2016,Gisagara
468,Filip,Messruther,XS,RW54,Luxembourgish,15,329200.66,2016,Kayonza
469,Larina,Prestney,L,RW43,Romanian,17,166592.99,2016,Musanze
470,Gery,Coneron,M,RW57,Armenian,48,591064.65,2016,Bugesera
471,Rosalinde,Roskelly,3XL,RW12,Gujarati,43,243916.33,2016,Gasabo
472,Sayres,Allsupp,3XL,RW27,Latvian,51,941364.25,2016,Muhanga
473,Lea,Camillo,2XL,RW26,Swahili,37,153596.4,2016,Ruhango
474,Otis,Edelston,XS,RW31,Japanese,17,545391.53,2016,Karongi
475,Adara,Morse,XS,RW43,Hiri Motu,91,548828.5,2016,Musanze
476,Lilith,Blaik,3XL,RW11,Korean,27,714338.77,2016,Nyarugenge
477,Hailey,Holberry,2XL,RW34,Papiamento,48,766779.36,2016,Nyabihu
478,Marlo,Zimmermanns,3XL,RW51,Dutch,3,956701.01,2016,Rwamagana
479,Jyoti,Matic,XL,RW27,Zulu,24,773048.75,2016,Muhanga
480,Marline,Ruddiforth,S,RW22,West Frisian,3,648283.43,2016,Gisagara
481,Barry,Abbot,XS,RW26,Dhivehi,99,33628.27,2016,Ruhango
482,Stevana,McMonies,3XL,RW31,Gujarati,63,437101.26,2016,Karongi
483,Preston,Keysall,2XL,RW32,Tajik,76,385794.34,2016,Rutsiro
484,Nerti,Lenoir,2XL,RW35,Burmese,12,145956.29,2016,Ngororero
485,Isacco,Vanes,L,RW37,Maltese,4,43924.67,2016,Nyamasheke
486,Seamus,Sowle,L,RW41,Georgian,12,157381.23,2016,Rulindo
487,Abbe,Porcas,XL,RW42,Nepali,26,104112.51,2016,Gakenke
488,Othilie,Pickrill,XS,RW32,Tetum,46,150816.49,2016,Rutsiro
489,Carrie,Rozenzweig,3XL,RW35,Lao,60,308161.9,2016,Ngororero
490,Willamina,Cambell,XL,RW28,Catalan,25,343738.44,2016,Kamonyi
491,Willy,Pietesch,L,RW52,Gagauz,17,598658.07,2016,Nyagatare
492,Rowena,Breckell,3XL,RW42,Kashmiri,51,650425.19,2016,Gakenke
493,Earvin,Colledge,XS,RW36,Arabic,11,769730.23,2016,Rusizi
494,Perkin,Gyde,M,RW33,Chinese,33,154424.34,2016,Rubavu
495,Addy,Lillecrap,M,RW41,Yiddish,67,47155.23,2016,Rulindo
496,Ailyn,McCarter,S,RW26,Assamese,54,180018.22,2016,Ruhango
497,Lanita,Michell,M,RW24,Marathi,75,732014.18,2016,Huye
498,Margareta,Hutcheon,S,RW33,Azeri,3,80486.33,2016,Rubavu
499,Woodman,Jandel,M,RW21,Armenian,67,338379.31,2016,Nyanza
500,Sibylle,Grut,2XL,RW21,Malayalam,11,352376.54,2016,Nyanza
501,Jarad,Mogie,XL,RW41,Ndebele,16,37956.56,2016,Rulindo
502,Leanor,Atto,XL,RW34,Swahili,84,833283.36,2016,Nyabihu
503,Marlowe,Hussy,XL,RW25,Greek,62,138160.54,2016,Nyamagabe
504,Jena,Kilalea,XL,RW44,Croatian,32,102606.58,2016,Burera
505,Mitzi,Uzielli,L,RW57,Spanish,92,400718.16,2016,Bugesera
506,Ellissa,Kollatsch,3XL,RW54,Marathi,2,834992.47,2016,Kayonza
507,Anissa,Giovannacc@i,L,RW41,West Frisian,7,487969.28,2016,Rulindo
508,Cody,Raoult,M,RW54,Bengali,63,725656.98,2016,Kayonza
509,Marin,Addinall,L,RW23,Spanish,86,933941.31,2016,Nyaruguru
510,Theodora,Gavrieli,L,RW53,Japanese,8,798465.42,2016,Gatsibo
511,Garrett,Cadwell,L,RW35,Gujarati,4,571070.58,2016,Ngororero
512,Orlan,Blennerhassett,3XL,RW35,German,25,412524.72,2016,Ngororero
513,Flemming,Le Maitre,M,RW21,Dhivehi,57,913003.7,2016,Nyanza
514,Ansel,Purbrick,XL,RW27,Kurdish,75,16248.89,2016,Muhanga
515,Stesha,Charopen,2XL,RW34,Finnish,79,912481.53,2016,Nyabihu
516,Mei,Neesam,S,RW28,Telugu,43,238483.24,2016,Kamonyi
517,Xylina,Viccary,XL,RW54,Maltese,31,762367.2,2016,Kayonza
518,Auria,Goare,XL,RW26,Somali,61,677891.82,2016,Ruhango
519,Rossie,Lorkins,L,RW34,Tetum,22,525738.72,2016,Nyabihu
520,Taddeusz,Schimaschke,M,RW27,Polish,27,985330.08,2016,Muhanga
521,Elora,Butt Gow,L,RW51,Danish,18,502629.42,2016,Rwamagana
522,Calley,Mobius,XL,RW23,Romanian,77,766470.22,2016,Nyaruguru
523,Ruy,Arnoldi,M,RW55,Arabic,71,106974.74,2016,Kirehe
524,Ros,Dalgleish,M,RW24,Dhivehi,80,67641.78,2016,Huye
525,Ginnie,Youell,L,RW42,Korean,59,334797.14,2016,Gakenke
526,Viv,Daykin,2XL,RW28,Māori,60,850908.79,2016,Kamonyi
527,Buiron,Ortiger,2XL,RW23,Finnish,1,675373,2016,Nyaruguru
528,Reuben,Winslow,2XL,RW41,Moldovan,10,835526.68,2016,Rulindo
529,Byram,Bergeau,XS,RW33,English,11,3068.61,2016,Rubavu
530,Silva,Spadoni,3XL,RW44,Indonesian,24,593589.16,2016,Burera
531,Billi,Douglas,M,RW32,Aymara,13,584099.04,2016,Rutsiro
532,Abigael,Simenot,M,RW57,Croatian,49,619486,2016,Bugesera
533,Kylila,Merrydew,3XL,RW24,Dutch,39,468499.19,2016,Huye
534,Bartolemo,Fludder,3XL,RW25,Indonesian,19,768939.33,2016,Nyamagabe
535,Elizabeth,McFfaden,S,RW55,Kurdish,49,174220.82,2016,Kirehe
536,Rogerio,Moncreiffe,XS,RW37,Guaraní,43,387629.4,2016,Nyamasheke
537,Danni,Buffham,2XL,RW26,Thai,66,422459.68,2016,Ruhango
538,Judah,Ondrus,S,RW11,Hindi,5,39548.36,2016,Nyarugenge
539,Orsola,Pabst,M,RW26,Bosnian,57,342403.34,2016,Ruhango
540,Starr,Nation,XS,RW26,Catalan,10,696916.18,2016,Ruhango
541,Phyllida,Gedling,L,RW37,Nepali,88,885619.7,2016,Nyamasheke
542,Salomone,Pietrowski,S,RW53,Amharic,64,4343.51,2016,Gatsibo
543,Gustavus,Collecott,S,RW31,Macedonian,31,434313.45,2016,Karongi
544,Ash,Murtell,2XL,RW24,Burmese,37,563709.59,2016,Huye
545,Bertha,Van Hove,3XL,RW45,Macedonian,20,508293.78,2016,Gicumbi
546,Jaquenette,Cleeves,XL,RW43,Malayalam,91,851694.64,2016,Musanze
547,Eirena,Vallentin,S,RW22,Somali,25,732358.97,2016,Gisagara
548,Evanne,Lemonnier,XL,RW11,Latvian,75,800744.21,2016,Nyarugenge
549,Glori,Stetlye,XS,RW57,Tamil,84,605488.16,2016,Bugesera
550,Constancy,Cariss,XS,RW57,New Zealand Sign Language,91,973150.81,2016,Bugesera
551,Hinda,Schiesterl,S,RW43,Luxembourgish,75,354340.2,2016,Musanze
552,Rudolph,Okell,S,RW22,Gujarati,87,697148.25,2016,Gisagara
553,Hattie,Swainston,XS,RW26,Tamil,87,253639.07,2016,Ruhango
554,Fonsie,Jeppensen,XL,RW31,Malagasy,59,77606.79,2016,Karongi
555,Felipa,Bamblett,L,RW41,Icelandic,94,724398.35,2016,Rulindo
556,Winnie,Dyster,S,RW13,Dzongkha,29,470777.84,2016,Kicukiro
557,Belvia,Gislebert,XL,RW11,Tetum,87,1405.13,2016,Nyarugenge
558,Elizabeth,Buncom,XL,RW27,Belarusian,70,121031.62,2016,Muhanga
559,Madlin,Lesley,L,RW57,Polish,78,777836.33,2016,Bugesera
560,Alli,Treby,XL,RW23,Tetum,93,557184.02,2016,Nyaruguru
561,Stephan,Blagbrough,XL,RW42,Dari,74,2537.8,2016,Gakenke
562,Lora,Gebby,2XL,RW22,Danish,12,747432.65,2016,Gisagara
563,Laurent,Scahill,2XL,RW26,Ndebele,65,38490.76,2016,Ruhango
564,Freddi,Oliva,XL,RW41,Tetum,88,961451.06,2016,Rulindo
565,Abraham,Dracksford,S,RW26,New Zealand Sign Language,17,934259.9,2016,Ruhango
566,Zena,Feathersby,S,RW52,Malay,10,957792.5,2016,Nyagatare
567,Ely,Oosthout de Vree,3XL,RW12,Gujarati,85,205790.99,2016,Gasabo
568,Clyve,Czaja,XS,RW56,Mongolian,79,527104.06,2016,Ngoma
569,Dev,Lambswood,2XL,RW44,Afrikaans,87,784074.37,2016,Burera
570,Brocky,Pozer,3XL,RW57,Arabic,46,479995.71,2016,Bugesera
571,Joela,Cello,S,RW28,Tok Pisin,15,457507.78,2016,Kamonyi
572,Alla,Towe,XS,RW45,Moldovan,94,687112.39,2016,Gicumbi
573,Erick,Assandri,M,RW21,Oriya,6,993932.46,2016,Nyanza
574,Caprice,Braikenridge,M,RW12,Guaraní,98,987824.9,2016,Gasabo
575,Gerri,Talman,S,RW21,Macedonian,61,362041,2016,Nyanza
576,Aprilette,Kiddie,S,RW54,Arabic,3,934509.94,2016,Kayonza
577,West,Dudbridge,XS,RW42,Catalan,31,429887.84,2016,Gakenke
578,Mel,Rays,L,RW33,Tajik,87,785160.17,2016,Rubavu
579,Rickey,Frusher,L,RW43,Northern Sotho,6,65028.88,2016,Musanze
580,Jody,Feldmann,XS,RW31,Oriya,17,923603.93,2016,Karongi
581,Alard,Pape,2XL,RW22,Malay,92,195289.91,2016,Gisagara
582,Jasen,Angood,L,RW32,Dutch,1,561793,2016,Rutsiro
583,Hew,Albarez,M,RW42,Moldovan,53,955805.41,2016,Gakenke
584,Karlens,Haresnape,3XL,RW27,Spanish,22,776544.33,2016,Muhanga
585,Linnea,Piele,3XL,RW54,Papiamento,38,106098.87,2016,Kayonza
586,Filippa,Tollet,XS,RW28,Montenegrin,39,919200.35,2016,Kamonyi
587,Trumann,Mullineux,M,RW32,Arabic,94,868557.69,2016,Rutsiro
588,Napoleon,Anan,M,RW55,French,23,703063.77,2016,Kirehe
589,Reinhold,Glaves,XL,RW52,Luxembourgish,66,994701.22,2016,Nyagatare
590,Melinde,Willishire,L,RW22,Bengali,16,479515.02,2016,Gisagara
591,Norry,Ounsworth,3XL,RW37,Maltese,62,797915.68,2016,Nyamasheke
592,Amandie,Pietrasik,S,RW53,French,20,152342.11,2016,Gatsibo
593,Quinn,Saxon,XS,RW25,Indonesian,17,553215.54,2016,Nyamagabe
594,Rockey,Gammill,2XL,RW28,Swedish,85,385073.61,2016,Kamonyi
595,Lotty,Fost,2XL,RW35,New Zealand Sign Language,73,794838.45,2016,Ngororero
596,Charmaine,Heisman,3XL,RW44,Croatian,65,207363.31,2016,Burera
597,Roxi,Milhench,M,RW22,Belarusian,82,295838.89,2016,Gisagara
598,Dewain,Sifleet,L,RW53,Bosnian,16,26353.62,2016,Gatsibo
599,Isac,Swalwel,S,RW28,Tetum,22,853085.58,2016,Kamonyi
600,Natka,Bartlam,XS,RW36,Oriya,85,210924.65,2016,Rusizi
601,Ara,Heathcote,XL,RW33,Dutch,80,964378.53,2016,Rubavu
602,Bell,Palluschek,M,RW36,Assamese,20,1463.78,2016,Rusizi
603,Nester,Glaysher,XS,RW42,Romanian,58,36844.65,2016,Gakenke
604,Daron,Bridgwater,2XL,RW53,Korean,42,490588.6,2016,Gatsibo
605,Emmalynne,Betje,XS,RW35,Kannada,59,686524.97,2016,Ngororero
606,Coriss,Peacher,XS,RW11,Haitian Creole,15,953807.05,2016,Nyarugenge
607,Martie,Ranyelld,M,RW53,Finnish,64,907228.95,2016,Gatsibo
608,Lynea,Stuke,S,RW35,Khmer,49,942256.63,2016,Ngororero
609,Anderea,Parks,S,RW27,Czech,30,369718.62,2016,Muhanga
610,Hasheem,Jurczik,L,RW35,Burmese,33,745750.94,2016,Ngororero
611,Royall,Bullas,M,RW54,Māori,7,419117.19,2016,Kayonza
612,Bill,Jakubowsky,XL,RW41,Dhivehi,4,240667.69,2016,Rulindo
613,Skipp,Chesnay,L,RW51,Ndebele,89,153326.64,2016,Rwamagana
614,Neel,Carolan,XL,RW28,Filipino,38,372866.87,2016,Kamonyi
615,Lizette,Charrette,3XL,RW57,Danish,46,411773.9,2016,Bugesera
616,Rachael,Gothard,L,RW11,Albanian,47,323336.76,2016,Nyarugenge
617,Guenevere,McFie,M,RW11,Aymara,61,194010.41,2016,Nyarugenge
618,Ellyn,Drewery,M,RW54,Amharic,98,761223.47,2016,Kayonza
619,Raddy,Dummigan,M,RW55,Hindi,75,520843.02,2016,Kirehe
620,Barty,Beedham,XL,RW42,Assamese,99,749087.15,2016,Gakenke
621,Bank,Edelman,2XL,RW42,Sotho,44,235014.56,2016,Gakenke
622,Lanna,Ashworth,XS,RW33,Catalan,63,462816.21,2016,Rubavu
623,Thelma,Skepper,XS,RW23,Oriya,89,379640.16,2016,Nyaruguru
624,Jaquenette,Coverly,3XL,RW32,Dutch,34,156460.42,2016,Rutsiro
625,Oates,Sings,2XL,RW51,Kyrgyz,23,63710.01,2016,Rwamagana
626,Gordie,Devonshire,2XL,RW53,Croatian,14,783409.1,2016,Gatsibo
627,Jeremy,Compton,L,RW33,Kazakh,7,476805,2016,Rubavu
628,Mayne,De Ambrosi,XS,RW37,Icelandic,47,23913.19,2016,Nyamasheke
629,Libbi,McCullogh,2XL,RW37,Hindi,17,980531.25,2016,Nyamasheke
630,Marne,Palfery,M,RW44,Norwegian,86,298627.46,2016,Burera
631,Pansie,Langstrath,3XL,RW35,Moldovan,30,493039.45,2016,Ngororero
632,Libbi,Cabrera,XS,RW56,Bosnian,30,290076.56,2016,Ngoma
633,Lek,Pochin,L,RW31,Catalan,24,451983.81,2016,Karongi
634,Llywellyn,Petford,XL,RW45,Kazakh,27,602144.12,2016,Gicumbi
635,Dare,Hatley,XL,RW37,Kazakh,10,533037.96,2016,Nyamasheke
636,Rikki,De Pero,M,RW57,Georgian,74,677689.55,2016,Bugesera
637,Jorie,Warcop,XL,RW12,Kazakh,15,480267.37,2016,Gasabo
638,Howard,Kirby,M,RW34,Korean,53,964388.59,2016,Nyabihu
639,Thelma,Hendron,S,RW27,Dutch,69,224080.89,2016,Muhanga
640,Kennith,Petyanin,2XL,RW22,Tetum,94,948839.61,2016,Gisagara
641,Sapphira,Bossons,L,RW23,Hindi,14,871910.49,2016,Nyaruguru
642,Jud,Iczokvitz,XL,RW27,Tsonga,41,561975.35,2016,Muhanga
643,Eda,Brandreth,M,RW28,Malayalam,34,405718.16,2016,Kamonyi
644,Becki,Severwright,2XL,RW27,Maltese,58,570170.88,2016,Muhanga
645,Amii,Rossant,S,RW45,Punjabi,41,822493.75,2016,Gicumbi
646,Justen,Leeke,M,RW41,Kannada,2,651190.93,2016,Rulindo
647,Eve,Waggett,3XL,RW51,Kyrgyz,27,612072.59,2016,Rwamagana
648,Harriot,Sherry,2XL,RW56,Hungarian,30,335936.14,2016,Ngoma
649,Milton,Thelwll,L,RW24,Punjabi,64,569465.7,2016,Huye
650,Giulia,Stammer,M,RW57,Macedonian,32,594589.19,2016,Bugesera
651,Arri,Dulton,L,RW32,Georgian,94,45028.75,2016,Rutsiro
652,Britte,McGaffey,L,RW41,Burmese,37,296161,2016,Rulindo
653,Saul,Wilce,XS,RW24,Bulgarian,52,339702.31,2016,Huye
654,Frieda,Wooddisse,S,RW53,Romanian,86,61162.57,2016,Gatsibo
655,Josiah,Sheara,3XL,RW52,Hiri Motu,50,87167.12,2016,Nyagatare
656,Lorettalorna,Snaddin,XS,RW25,Fijian,50,822002,2016,Nyamagabe
657,Amandy,Clavey,L,RW27,Ndebele,10,685461.59,2016,Muhanga
658,Xaviera,Olivari,L,RW45,Quechua,15,962217.75,2016,Gicumbi
659,Charis,St. Clair,S,RW44,Spanish,63,437815.19,2016,Burera
660,Tore,Pendergrast,2XL,RW37,Quechua,26,921011,2016,Nyamasheke
661,Ferdie,Weatherall,2XL,RW56,Malayalam,71,444992.76,2016,Ngoma
662,Tildy,Koenen,XS,RW28,Assamese,61,782850.73,2016,Kamonyi
663,Arabel,Tunstall,M,RW26,Hungarian,41,555554.62,2016,Ruhango
664,Aguste,Pennick,L,RW33,Northern Sotho,54,886591.33,2016,Rubavu
665,Luella,Colliard,M,RW35,Amharic,84,274125.16,2016,Ngororero
